valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,cluster_label
0.296,1989,0.101,['The Cure'],0.444,181320,0.57,0,0tQtjJp0Hmjd4q6IQdSiY5,0.858,7,0.104,-11.623,1,Prayers for Rain - RS Home Demo Instrumental - 04/88,26,1989-05-02,0.0288,204.468,15
0.913,1978,0.108,['Waylon Jennings'],0.588,126587,0.848,0,7xRind9RPsvGHWR0qbGmfE,0.128,5,0.125,-10.999,1,"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",55,1978,0.0382,147.565,10
0.633,1929,0.969,['Mistinguett'],0.637,150047,0.184,0,0xm39QlrWy3ZZsCb7dP6c4,0.0,7,0.321,-12.268,0,C'est Tout C'que J'ai,0,1929,0.053,92.062,18
0.116,1942,0.976,"['Modest Mussorgsky', 'Paul Robeson Jr.', 'Lawrence Brown']",0.298,209560,0.0974,0,3eOnNi2gbm4gySXzxriWqk,5.8e-05,8,0.102,-17.065,0,Within Four Walls,0,1942,0.046,79.987,14
0.71,1934,0.902,['Ignacio Corsini'],0.65,155067,0.215,0,0W00x3CpfbXAQPg8zKbJ1m,2.8e-06,5,0.123,-15.296,1,Amar y Ser Amado - Remasterizado,0,1934-06-26,0.0925,80.126,0
0.544,1937,0.989,['Stellakis Perpiniadis'],0.483,96313,0.154,0,7GxFZAzDcHjwgQkL5x7LUr,0.0,7,0.484,-8.964,1,Τον Βενιζέλο χάσαμε,0,1937-01-01,0.0329,77.335,3
0.5579999999999999,1990,0.493,['Camping with Penguins'],0.6509999999999999,167893,0.178,0,0Jv27yLnuuLxwVfIiTvXmn,1.54e-06,8,0.147,-17.816,0,Spider,29,1990,0.0324,120.052,5
0.51,2010,0.0549,['Ghost'],0.514,241107,0.921,0,2zQyXaCpKG0yanNaCkjxNt,0.000117,10,0.236,-4.529,0,Elizabeth,45,2010,0.0496,127.965,13
0.745,1960,0.612,['Eddie Cochran'],0.727,124784,0.37,0,4PMgOeri0uKOAl1cNfD5WH,0.0,10,0.322,-12.816,1,Drive In Show,20,1960-05-01,0.0763,75.396,0
0.311,1949,0.825,['Frank Wedekind'],0.5760000000000001,121700,0.159,0,3JwdeAN48Nuxd51h23AbVY,0.0,0,0.5329999999999999,-30.093000000000004,1,Kapitel 3 - Der Kammersänger,0,1949-03-12,0.921,64.242,7
0.256,1999,0.49,"['John Williams', 'London Symphony Orchestra']",0.313,156360,0.621,0,1JNxsUGy7eHEPogYXAGUfI,0.914,0,0.166,-14.685,1,The Sith Spacecraft and the Droid Battle,39,1999-05-04,0.12,114.04,15
0.975,1990,0.258,['Grasshopper'],0.917,173293,0.7979999999999999,0,3Y48QiWUzLNtIFVO8QlggC,0.0,0,0.16,-6.907,1,失戀陣線聯盟,42,1990-10-18,0.0301,132.591,10
0.0399,1930,0.992,['G. Siroto'],0.163,393040,0.163,0,4bTm6FOvcvBmfqBA1clJKw,0.254,0,0.0709,-16.572,1,Kol nidre,0,1930,0.0465,71.432,3
0.784,1948,0.8079999999999999,['Трумен Капоте'],0.64,110000,0.195,1,4HQCO8eTSJUK6OrmErLyAK,0.000266,1,0.148,-19.149,0,"Часть 8.3 - Другие голоса, другие комнаты",0,1948,0.96,80.917,7
0.959,1955,0.84,['Xavier Cugat & His Orchestra'],0.7,195733,0.569,0,6WegYAuKQaVpKBDkrmtqem,0.0279,5,0.181,-11.001,1,Mambo Gordo,4,1955-11-21,0.0437,86.446,0
0.136,1975,0.966,['Rush'],0.376,297093,0.0333,0,3U52bW9ucEIw2UQ50Oh0ZD,0.264,7,0.111,-23.826,1,Rivendell,34,1975-02-15,0.0515,162.591,14
0.174,2018,0.0707,"['Anderson .Paak', 'J. Cole']",0.57,323587,0.65,1,2lRe5wBRm4xaSKTbDn2vLD,0.0,2,0.339,-8.538,1,Trippy (feat. J. Cole),63,2018-11-16,0.326,96.767,19
0.421,1980,0.301,['John Lennon'],0.701,236547,0.79,0,7tqQI7nmRAqX0g8bIYDXmF,6.06e-05,9,0.179,-6.16,1,(Just Like) Starting Over - Remastered 2010,47,1980-11-17,0.0725,99.104,16
0.49,1951,0.991,['Lionel Hampton and his Sextet'],0.627,184276,0.0701,0,1RchmwnntLyXkdehkrJCUG,0.461,0,0.117,-21.698,1,I'll Remember April,0,1951-01-01,0.0385,112.755,8
0.417,1975,0.00125,['Nazareth'],0.409,164507,0.659,0,2pnojSERcNB2wr97vxZrAD,0.772,7,0.0782,-12.883,1,Rose In The Heather,24,1975-01-01,0.0494,137.365,15
0.863,1968,0.701,['Scott Walker'],0.517,168507,0.5670000000000001,0,4AB5PU0eWSJ5tndvvdYaEZ,1.09e-05,9,0.386,-13.868,1,Next,28,1968,0.0453,101.491,0
0.545,1958,0.985,['Woody Guthrie'],0.557,170373,0.156,0,1VgPjAfRca3y4E39GgIuWt,0.0,1,0.185,-12.018,1,My dolly,6,1958,0.0736,168.28599999999997,0
0.395,2011,0.0132,['The Wonder Years'],0.326,244745,0.8859999999999999,0,4mVzCmTZeBOkvSQsuvFQWh,0.0,1,0.125,-5.6770000000000005,1,Came Out Swinging,52,2011-06-14,0.165,103.686,1
0.932,2002,0.736,['Elvis Presley'],0.723,106627,0.621,0,4FjkmQ9JYaIeh1NxeLEO80,0.0,9,0.297,-7.434,0,(Let Me Be Your) Teddy Bear,52,2002-09-24,0.108,88.73299999999998,5
0.528,2015,0.49,"['A$AP Rocky', 'ScHoolboy Q']",0.898,255253,0.598,1,6br4Pc0BzU6dTD5fEmks2i,0.0014,2,0.0646,-7.164,1,Electric Body (feat. ScHoolboy Q),61,2015-05-26,0.0467,119.966,19
0.645,2003,0.000528,['Rancid'],0.591,101408,0.988,0,5qwuP7ijQePKsUl8zSJUBD,0.0,1,0.0619,-1.754,1,Out of Control,48,2003-08-19,0.0671,136.183,1
0.787,1969,0.331,['Buffalo Springfield'],0.64,160933,0.278,0,7LJmZ8lOhB22Q5NQjitqHp,0.00771,2,0.0857,-19.667,1,For What It's Worth,33,1969,0.0542,98.852,10
0.736,2013,0.0267,['Lady Gaga'],0.8109999999999999,233720,0.895,1,3n3S5cH3IyaOswY2XSUGTS,0.0,5,0.104,-4.303999999999999,0,Venus,61,2013-11-11,0.0608,121.01,19
0.7659999999999999,1967,0.794,['Barbra Streisand'],0.506,112693,0.61,0,6aj1ORK1GGWahINWrxBTNE,0.0,10,0.635,-8.677,1,Jingle Bells?,36,1967-10-16,0.0692,62.637,9
0.914,1959,0.509,['Bill Haley & His Comets'],0.7759999999999999,148053,0.841,0,3nUEF90dilZHOoURbBYDEo,0.0,0,0.0586,-9.877,1,Rip It Up,36,1959-01-05,0.067,98.591,10
0.892,1982,0.386,['George Harrison'],0.67,217733,0.556,0,1WnaMlprEQHKVoXm7RInm4,0.00028,7,0.0905,-7.8370000000000015,1,That's The Way It Goes - Remastered 2004,34,1982-11-05,0.025,110.654,10
0.963,1984,0.0369,['Billy Ocean'],0.868,494093,0.545,0,3pfJpM4ZrTAoFVi0uSnybS,0.00655,2,0.0766,-7.206,0,Caribbean Queen (No More Love on the Run) - Extended Mix,49,1984-09-12,0.0313,114.404,5
0.752,2008,0.363,"[""Adolescent's Orquesta""]",0.75,245082,0.8270000000000001,0,4HIeIbJeQMUurTM57KVQU7,0.0,8,0.116,-4.936,1,Anhelo,60,2008-05-01,0.0432,91.108,16
0.718,1984,0.556,['Bronski Beat'],0.6509999999999999,283093,0.417,0,5Hws6nnJuqf6rJwZGA82GG,0.00904,0,0.113,-13.41,0,It Ain't Necessarily So,45,1984-10-15,0.0288,128.334,5
0.579,2013,0.0319,['Drake'],0.7929999999999999,174133,0.524,1,5DI9jxTHrEiFAhStG7VA8E,0.0,8,0.156,-7.827000000000001,1,Started From the Bottom,66,2013-01-01,0.156,86.325,19
0.241,2005,0.0329,['Thirty Seconds To Mars'],0.608,255640,0.809,0,7sMSEO2Xm4qa36nNq43JVE,0.00549,0,0.39,-6.151,1,Was It A Dream?,41,2005-01-01,0.0454,115.051,1
0.738,1958,0.76,['The Big Bopper'],0.624,148067,0.507,0,3Sl51Vx4btk35W5Tmi64q0,0.000129,4,0.136,-9.277,1,The Clock,11,1958-01-01,0.0306,117.512,0
0.21,1997,0.00108,['Daft Punk'],0.8220000000000001,448627,0.7909999999999999,0,6hgBJPTHoDJyxydmtFWHKf,0.621,1,0.0567,-4.87,1,Rollin' & Scratchin',51,1997-01-16,0.0414,130.059,15
0.664,1973,0.00444,['New York Dolls'],0.337,260227,0.708,0,3utG7uK9ERDILMsIQwJRHb,0.000184,2,0.163,-9.738,1,Subway Train,30,1973-01-01,0.0329,125.163,1
0.433,1958,0.985,['James Piano Bar'],0.591,110150,0.117,0,3pUE94jqHk2XiZRaD6lgvr,0.956,5,0.117,-15.915,1,A Certain Smile,17,1958,0.0565,98.325,8
0.254,2004,0.209,['Eminem'],0.637,250760,0.6779999999999999,1,561jH07mF1jHuk7KlaeF0s,0.0,0,0.156,-3.798,1,Mockingbird,76,2004-11-12,0.266,84.039,19
0.908,1939,0.986,"['Francisco Canaro', 'Roberto Maida']",0.7340000000000001,152387,0.456,0,2vn11t5Httoj3jYbY0eRvg,0.000422,4,0.065,-5.386,0,Suplicio - Remasterizado,0,1939-01-24,0.0637,125.201,18
0.38,2009,0.0104,"['New Boyz', 'Ray J']",0.42,178808,0.787,1,4faiJXyBflUVVOOE9fxbeg,0.0,8,0.198,-4.467,1,Tie Me Down (feat. Ray J),56,2009-09-15,0.294,97.967,4
0.346,2017,0.213,"['DeJ Loaf', 'Jacquees']",0.636,195762,0.481,1,0tP7W6M6JHtnhX92Mk9RAS,0.0,8,0.123,-6.323,1,Make You Fall In Love,55,2017-02-10,0.113,135.016,19
0.17,2012,0.148,['Beach House'],0.316,264627,0.509,0,6xaBHNTugbgWWzUwgye0vg,0.0,3,0.63,-7.411,1,Other People,47,2012-05-15,0.0309,174.15200000000004,9
0.168,2005,0.7340000000000001,"['Pyotr Ilyich Tchaikovsky', ""George Balanchine's The Nutcracker"", 'David Zinman', 'New York City Ballet Orchestra']",0.296,132107,0.0383,0,19wepQYtmhiY81AgOwPqqU,0.711,4,0.133,-31.888,0,Act II: Sugarplum Fairy,47,2005-12-06,0.0337,124.621,17
0.232,1989,0.982,"['Johann Sebastian Bach', 'Catherine Mackintosh/Paul Goodwin/Timothy Brown/Susan Dent/Orchestra of the Age of Enlightenment', 'Orchestra of the Age of Enlightenment']",0.404,455547,0.11,0,5rwEJLDMR5P6ZF6VVvb6rs,0.7659999999999999,4,0.332,-16.991,1,Brandenburg Concerto No. 1 in F BWV1046: IV. Menuet - Trio I - Menuet - Polonaise - Menuet - Trio II - Menuet,34,1989,0.0419,128.476,17
0.386,1970,0.5670000000000001,['Yusuf / Cat Stevens'],0.484,235827,0.5710000000000001,0,1dx51qMMX8VFOVL15E6HsQ,0.000106,11,0.221,-8.76,1,I Think I See The Light,44,1970-06-26,0.0327,117.265,16
0.128,1941,0.00637,['Local Oafs'],0.0691,48112,0.996,0,4sk1PZ9pOxobew4RuJclw1,0.343,4,0.218,-4.686,1,Innanför Min Kavaj,0,1941-06-06,0.12,192.02,15
0.211,1979,0.213,"['Galt MacDermot', 'Tom Pierson']",0.47,220507,0.343,0,09TbzEX6OR1509ojQVkTpW,0.000974,0,0.415,-10.64,1,Easy to Be Hard,34,1979,0.0395,135.363,1
0.13,2019,0.0133,"['Germ', '$uicideBoy$']",0.8109999999999999,109880,0.441,1,1JJW0dKiXHMijMhcRvKOoa,0.0,1,0.0865,-9.589,1,AWKWARD CAR DRIVE,60,2019-03-08,0.616,82.95700000000002,19
0.6920000000000001,1940,0.993,['Kamala Jharia'],0.613,196292,0.1369999999999999,0,30jJDMhz5sKhlaHI11PkoV,0.224,5,0.118,-10.933,0,Sun Ri Sakhi,0,1940-12-31,0.399,137.516,18
0.733,1973,0.129,['Mott The Hoople'],0.4970000000000001,291800,0.507,0,4gXiYX23JvDrr6LWZfng8v,0.000318,9,0.122,-11.696,1,I Wish I Was Your Mother,29,1973,0.0381,122.186,16
0.884,2005,0.926,['Luiz Bonfá'],0.713,101360,0.0832,0,2QWMlZTBznsuJKMUIKoz95,0.885,4,0.108,-23.894,0,Pernambuco,48,2005-02-22,0.0598,112.688,8
0.148,1998,0.000338,['Metallica'],0.38,341267,0.926,0,5s2iMB6rN20tCQMmtuzuNa,0.136,9,0.638,-7.49,1,Breadfan,38,1998-11-24,0.0715,123.285,9
0.924,2003,0.131,['Costumbre'],0.682,280053,0.723,0,6dAeA3F97pOnsePARX6cug,0.0,0,0.334,-8.427999999999999,1,Como olvidarte,44,2003-03-25,0.0842,152.125,10
0.596,2007,0.114,['Linkin Park'],0.529,166373,0.967,1,0UFDKFqW2oGspYeYqo9wjA,0.0,1,0.61,-3.647,0,Bleed It Out,73,2007-05-14,0.0508,140.127,4
0.711,2008,0.1,['Stick Figure'],0.826,228640,0.595,0,0qZZOzbppklO0W7vdhc4XO,0.0027,9,0.0392,-5.439,0,The World is Waiting,43,2008-01-01,0.0433,149.35,5
0.769,1979,0.5670000000000001,['Julio Iglesias'],0.6890000000000001,209360,0.395,0,15T2Fk5WwgAxszxyHD7gJV,0.0,4,0.257,-14.566,0,Spanish Girl,29,1979-09-25,0.0366,120.553,5
0.866,1939,0.972,"['Francisco Canaro', 'Francisco Amor']",0.7340000000000001,169587,0.472,0,2ocB574XhfCFSVEJrGRdSD,0.00737,0,0.212,-6.5310000000000015,1,Al Son del Acordeón - Remasterizado,0,1939-01-24,0.114,80.125,0
0.928,1970,0.3229999999999999,['Paul McCartney'],0.561,44413,0.272,0,0Ca2mDERpTFmnttcSt9UcR,0.0113,5,0.24,-15.31,1,The Lovely Linda - Remastered 2011,37,1970-04-17,0.0325,119.241,0
0.503,2000,5.89e-05,['Deftones'],0.197,161600,0.941,1,5qNr7GnEmD3zA2oQTAdI3a,0.0,2,0.214,-4.112,1,Street Carp,47,2000-05-16,0.0597,161.434,4
0.644,1995,6.22e-05,['Rammstein'],0.644,344493,0.8,0,2mVn9Mbfcwi6ANldHKpsg1,0.00279,4,0.0878,-7.598,1,Das alte Leid,36,1995-09-24,0.0659,130.03,10
0.529,2011,0.00152,['Bingo Players'],0.7440000000000001,287184,0.957,0,3uXzBSx2eMKRTEP46SZ2fC,0.884,7,0.352,-4.8,1,Rattle,61,2011-10-31,0.0519,127.991,15
0.39,2012,0.209,['Lana Del Rey'],0.18,286253,0.636,0,3eRZZ4d2RJSqFKzP7tSdFE,0.000133,4,0.217,-6.591,0,Born To Die,48,2012-01-30,0.0438,75.632,13
0.831,1988,0.0572,['Orchestral Manoeuvres In The Dark'],0.626,270867,0.653,0,0COmTZuFm3W2g6ZzUTnQi1,0.0988,0,0.0779,-12.29,1,"If You Leave - From ""Pretty In Pink""",35,1988-01-01,0.04,120.242,10
0.178,1967,0.964,['Ella Fitzgerald'],0.35,130240,0.0972,0,3MtDQo1k13j09z2gbeBCGb,0.0072,0,0.0983,-17.98,0,O Little Town Of Bethlehem - Remastered,29,1967-11,0.0392,105.311,14
0.507,1976,0.214,['AC/DC'],0.6679999999999999,231933,0.906,0,2d4e45fmUnguxh6yqC7gNT,0.00245,11,0.135,-4.881,0,Dirty Deeds Done Dirt Cheap,74,1976-09-20,0.17,135.653,13
0.0384,2013,0.902,"['Ralph Vaughan Williams', 'Tasmin Little', 'BBC Philharmonic', 'Andrew Davis']",0.0811,935360,0.0122,0,2kAgCRZPG3YQR2VMqRvLmb,0.308,4,0.0648,-32.654,0,The Lark Ascending,66,2013,0.0511,74.554,2
0.5579999999999999,1963,0.623,['Art Blakey & The Jazz Messengers'],0.546,358440,0.428,0,69k61OD5QalC2EcDgzjA8f,0.000856,10,0.31,-11.224,0,Backstage Sally - Remastered 2003/Rudy Van Gelder Edition,30,1963-07-01,0.0402,119.845,5
0.963,1934,0.962,['Jeff Henry'],0.7,138496,0.0878,0,5AUv9HovYUYiF5SfVDsJ5f,0.959,1,0.103,-22.805,1,WInter Wonderland,0,1934,0.21,110.008,8
0.34,1960,0.851,['Umm Kulthum'],0.39,2586427,0.296,0,4EmXjrMg5Wl51WCvuVDn6L,5.350000000000001e-05,3,0.953,-13.668,1,Hob Eh,32,1960-01-01,0.0691,106.828,6
0.7190000000000001,1997,0.1,"['Eros Ramazzotti', 'Luca Bignardi']",0.789,257000,0.654,0,4gmrjSmunlRmIOWq9JtzSe,0.000108,1,0.0981,-7.2120000000000015,1,Cuanto Amor Me Das,48,1997-10-01,0.0267,112.024,10
0.483,2003,0.0215,['P!nk'],0.498,243053,0.946,1,57x5Kexkh15h2q6EL9waF9,0.005,4,0.109,-3.127,0,Last to Know,47,2003-11-10,0.0781,164.465,4
0.919,1948,0.965,['Los Panchos'],0.8140000000000001,131400,0.337,0,0Yq9LbgtA4wrwm2CYUQQEl,0.0,10,0.183,-11.728,0,Triunfamos,27,1948,0.037,110.806,18
0.657,1927,0.993,['Francisco Canaro'],0.738,180013,0.173,0,13ZrfHNfVnzIZlXyetXke3,0.926,7,0.219,-17.355,0,Mientras Rezonga un Fuelle - Instrumental (Remasterizado),0,1927-09-16,0.185,116.851,8
0.877,1947,0.794,['Lead Belly'],0.629,86413,0.27,0,3sEZ1e1YEbWDG04CpE5uBD,0.0,7,0.0722,-11.288,1,There's A Man Going Round Taking Names,7,1947,0.037,100.015,0
0.7070000000000001,2016,0.695,"['Hamilton Leithauser', 'Rostam']",0.486,248360,0.8109999999999999,0,4GkS17JdvJY5vnsYqTGPG2,0.0,7,0.227,-4.835,1,A 1000 Times,58,2016-09-23,0.0947,183.955,11
0.291,1976,0.0496,['Genesis'],0.468,389440,0.488,0,6EiT2cnba7qTnt2flHFaQR,0.000201,2,0.102,-11.823,1,Squonk,36,1976-02-02,0.0326,85.538,1
0.0936,1982,0.975,"['Johann Strauss II', 'Berliner Philharmoniker', 'Herbert von Karajan']",0.233,707173,0.0252,0,4J0e4gEqaLQlG5EM0wws1K,0.601,2,0.143,-24.824,1,"An der schönen blauen Donau, Op.314",60,1982-01-01,0.0346,94.736,2
0.498,1930,0.968,['Louis Armstrong'],0.473,181240,0.201,0,4uTCLbeG5UfyupxnQtiAco,0.0206,5,0.207,-10.122,1,Do You Know What It Means to Miss New Orleans? - Remastered 1996,10,1930,0.0471,93.239,3
0.512,2012,0.0543,"['Slightly Stoopid', 'Angela']",0.49,218547,0.608,0,30j6VZSDihogO2dTvSmwUd,7.23e-05,11,0.171,-7.705,1,Mona June (feat. Angela Hunte),55,2012-08-14,0.0441,163.951,12
0.6579999999999999,1993,0.12,['Jamiroquai'],0.6509999999999999,230053,0.925,0,09jscLcwa4usINbtfzo5FL,0.0,5,0.057,-3.389,0,When You Gonna Learn? - Remastered,51,1993-06-14,0.053,106.286,13
0.4370000000000001,1951,0.954,['Dean Martin'],0.49,147040,0.172,0,463nuh66WSeG7HnuKINEMU,2.7600000000000014e-05,2,0.326,-12.899,1,Hangin' Around With You,15,1951,0.0332,80.359,3
0.196,1950,0.972,"['Richard Rodgers', 'Richard Tucker', 'Skitch Henderson & His Orchestra', 'Skitch Henderson', 'Skitch Henderson Orchestra']",0.297,124867,0.216,0,0eYBqQdcTFi4qQau67GRnM,7.35e-06,7,0.175,-10.015,1,"You'll Never Walk Alone (From ""Carousel"")",0,1950,0.0293,82.785,3
0.526,1960,0.6709999999999999,['The Kingston Trio'],0.552,157360,0.501,0,7HftFmJeSHTP2SZ5aWjBev,6.2e-06,11,0.0831,-13.779000000000002,1,The Last Month Of The Year (What Month Was Jesus Born In),10,1960-10-03,0.0929,160.232,11
0.73,1963,0.774,"['Ella Fitzgerald', 'Count Basie']",0.614,305960,0.193,0,0zvEaTWTllcMVWNlOqMnk0,0.0,7,0.104,-16.115,0,Them There Eyes,26,1963-09,0.244,171.59599999999998,18
0.215,2014,0.0108,['YG'],0.614,128013,0.6990000000000001,1,1tdc73ozehKPyRWRKs0lja,0.0,2,0.721,-7.302,1,BPT,53,2014-01-01,0.0374,97.67,4
0.723,1948,0.499,['Aschberger Saitenmusi'],0.662,186657,0.407,0,4siTV4BOmKu1xyyX8i5cz7,0.512,7,0.0915,-11.456,1,Am Kachelofen,1,1948,0.0594,78.635,0
0.348,2012,0.371,['ODESZA'],0.71,131250,0.578,0,4aJnMRNeuDZSQN7FaSNGtM,0.669,0,0.417,-6.205,0,How Did I Get Here,61,2012-09-05,0.0297,96.064,15
0.29,1989,0.00837,['Galaxie 500'],0.239,358880,0.7440000000000001,0,2x3QOPnAfn57SFG8EOafDm,0.00105,5,0.0695,-7.973,1,Ceremony,47,1989-09-01,0.0313,110.582,12
0.675,1968,0.54,['Otis Redding'],0.521,142680,0.271,0,0HUeWBNdi1qXXs3Ejj6NJK,0.0,10,0.143,-12.050999999999998,0,Open the Door,40,1968-02-23,0.0697,144.622,5
0.396,1924,0.975,"['Billie Holiday', 'Eddie Heywood']",0.503,181200,0.0659,0,7JqEsyJDSlGjg95DDk1Q71,5.87e-06,2,0.178,-14.251,0,All of Me (with Eddie Heywood & His Orchestra),0,1924,0.0414,104.9,18
0.292,1971,0.032,['Badfinger'],0.325,321160,0.5660000000000001,0,2Z7c7algNrJeVyYWNH1HYw,0.00536,9,0.138,-8.765,1,Name Of The Game - Remastered 2010,28,1971-12-13,0.0296,138.411,12
0.917,1935,0.941,['Glenn Miller'],0.5589999999999999,166307,0.142,0,6BKjRloywXVL2DyXYaUvF9,0.794,10,0.131,-20.969,1,Community Swing,11,1935,0.0862,189.13,8
0.647,1996,0.000184,['Semisonic'],0.537,209960,0.773,0,7MnW39mkRfm6ygw9gKxDp9,0.00492,11,0.099,-6.954,0,F.N.T.,47,1996-01-01,0.0256,99.823,13
0.304,1981,0.521,['Perfect'],0.41,223200,0.379,0,2h37uUs82DHQglGauJkMRD,0.0,0,0.14,-8.812999999999997,1,Niewiele Ci Mogę Dać,45,1981-05-05,0.0321,132.739,1
0.962,1980,0.0134,['Heart'],0.741,292600,0.316,0,7vzCPWXosPqgnCIsHMcyAQ,0.000856,11,0.0862,-17.627,0,Straight On,28,1980,0.0757,116.784,5
0.5670000000000001,1958,0.8859999999999999,['Little Willie John'],0.446,164107,0.499,0,3PiOVOqMfgAL4zSm1MvAJc,1.5e-05,10,0.205,-7.298999999999999,0,"Love, Life And Money",8,1958,0.0333,137.922,18
0.7559999999999999,1973,0.804,"['Oscar Peterson', 'Joe Pass', 'Niels-Henning Ørsted Pedersen']",0.266,331920,0.573,0,61uAmC79cslPTgyFbv2jPC,0.92,5,0.981,-15.044,1,Blues Etude - Live,33,1973,0.0626,173.47400000000005,9
0.565,1950,0.86,['Manna Dey'],0.484,495647,0.368,0,0qNFuRC2SsV3YtosZ3w5Gb,4.81e-06,3,0.0932,-10.077,1,Yeh Khel Hain Taqdeer Ke,2,1950-12-01,0.0455,74.542,3
0.8959999999999999,2001,0.244,['Joe Veras'],0.962,218107,0.536,0,4XLxIForWwcGbJoy04OgL3,5.93e-05,6,0.0799,-4.984,1,Por Tu Amor,40,2001-10-16,0.0531,121.91,10
0.214,1945,0.974,['Bing Crosby'],0.111,156867,0.184,0,0nXn0SUs0tltQODYyNbqcc,0.0456,8,0.111,-15.011,1,Silent Night,54,1945-01-01,0.0344,76.416,14
0.16,2007,0.0015,['Metalocalypse: Dethklok'],0.294,270880,0.858,0,3fXjDa7j6p59VvN4lLI5lQ,0.061,7,0.333,-6.044,0,Detharmonic,42,2007-09-25,0.0691,120.163,13
0.11,1991,0.0919,['Alice Cooper'],0.386,428427,0.713,0,32Z3DgoryCdqcg9eaLTbnc,0.00244,11,0.276,-9.186,1,Might As Well Be On Mars,41,1991-07-02,0.0427,135.844,12
0.219,1945,0.907,"['Claude Debussy', 'William Kapell']",0.343,226933,0.0551,0,5SUQIqGPtvvgrUltJmbM56,0.000547,1,0.139,-26.357,1,Suite bergamasque: Clair de lune,0,1945,0.0343,118.193,14
0.639,1937,0.951,['Billie Holiday'],0.705,152267,0.23,0,6jcMHOCEAB0HQ1XiR8V0GS,0.0,7,0.189,-10.82,0,Who Wants Love?,4,1937,0.0433,139.58700000000002,18
0.46,1960,0.7170000000000001,['Annette Funicello'],0.477,145813,0.338,0,1kOKcxYSK4FID1apuNV8qe,5.770000000000001e-05,0,0.333,-11.562,1,How Will I Know My Love,6,1960-01-01,0.027,69.558,3
0.593,2012,0.18,['Tyga'],0.895,188867,0.7240000000000001,1,71Wf5qK9wdtjOfMgujlN6A,0.0,1,0.071,-5.8320000000000025,1,Make It Nasty,52,2012-01-01,0.193,97.532,19
0.0699,1991,0.918,['Talk Talk'],0.398,297627,0.0451,0,4ADboMaZ1PMfK4Np69Zb4K,0.86,7,0.0907,-27.818,1,Runeii,28,1991,0.0437,75.622,17
0.604,1948,0.878,['Трумен Капоте'],0.688,113500,0.256,1,1QDambE4G8fTuY14x86Cdd,6.900000000000003e-06,1,0.245,-14.595999999999998,1,"Часть 18.2 - Другие голоса, другие комнаты",0,1948,0.954,100.691,7
0.758,1991,0.7240000000000001,['José Alfredo Jimenez'],0.596,179107,0.328,0,0dZx7TOcSvpK5X3OenrB3p,0.0,9,0.583,-11.37,1,Con la Muerte Entre los Puños (El Boxeador),42,1991,0.0383,89.32,16
0.7759999999999999,1942,0.414,['Orchestra Studio 7'],0.643,161358,0.445,0,6W8cxcwwSmZK9ILNTIrPx3,0.977,9,0.0884,-12.071,1,Pasqualino 'O Maraggià - Instrument and base Version,0,1942-11-13,0.0475,101.883,8
0.117,1996,0.0413,['STEELHEART'],0.3229999999999999,309187,0.5770000000000001,0,0QTITeLFPONXy8qzJQk4Kt,0.0352,6,0.0704,-7.237,1,WE ALL DIE YOUNG,52,1996,0.0392,174.13,12
0.352,2013,0.00628,['The 1975'],0.351,244653,0.7120000000000001,0,1LD52Nzt9wg1vB3F6gelPH,0.479,6,0.0768,-8.333,0,Undo,46,2013,0.0375,129.028,13
0.564,1951,0.94,['Las Atlixqueñas'],0.598,160173,0.388,0,2MQPZ2uMaMolaS5KnAMLqD,0.0,9,0.4370000000000001,-9.512,1,Ya No Me Vengas a Llorar,3,1951,0.032,95.198,0
0.181,1953,0.987,['The Modern Jazz Quartet'],0.552,219867,0.0764,0,0spyMnJj76uYTAStSAof17,0.00508,8,0.146,-19.09,1,Autumn In New York - Instrumental,21,1953-06-25,0.0561,119.935,14
0.653,2006,0.000669,['Arctic Monkeys'],0.599,173667,0.946,0,28J7s6ylqLYzBUTBSUyEjm,0.0,8,0.0973,-4.192,1,Still Take You Home,45,2006-02-21,0.0378,108.934,12
0.512,1958,0.888,['Jerry Vale'],0.434,159507,0.273,0,6SOM4XfdhSfgq7pJDCwPUB,0.000521,5,0.302,-13.012,1,Peg O' My Heart,8,1958,0.0299,91.838,3
0.326,2005,0.00656,"[""Jack's Mannequin""]",0.3229999999999999,251533,0.936,0,3tZwKujD64Ad6vlDVxZOrg,0.0,3,0.0972,-4.505,1,Dark Blue - 2015 Remastered,54,2005,0.108,163.124,12
0.575,1993,0.00315,"['Happy Mondays', 'andy weatherall', 'Paul Oakenfold']",0.62,389493,0.908,0,1gAbNhSjDgQEVg8g18mxSZ,0.19,5,0.417,-6.773,1,Hallelujah - Club Mix,47,1993-01-01,0.0349,98.009,1
0.335,1962,0.987,"['Ben Webster', 'Harry ""Sweets"" Edison']",0.516,254133,0.025,0,3LT1zcX6o7Xv2IfJrlU4f1,0.131,3,0.0914,-24.676,1,My Romance,26,1962,0.0591,69.237,14
0.149,2018,0.0355,['Lil Tracy'],0.6659999999999999,144274,0.35,1,5pUriZdv6M4ZhqxcwY7EJI,7.209999999999999e-05,1,0.0868,-14.523,0,Heart,63,2018-11-02,0.0663,159.986,4
